"","gender","PhoneService","OnlineSecurity","OnlineBackup","PaperlessBilling","Churn"
"3462","0","1",NA,"1","0","0"
"3463","1","1",NA,"0","1","1"
"3464","1","1",NA,"0","1","0"
"3465","0","1",NA,"1","1","0"
"3466","1","1",NA,"0","1","0"
"3467","1","1",NA,"0","1","0"
"3468","1","1",NA,"0","1","1"
"3469","1","1",NA,"0","0","0"
"3470","0","1",NA,"0","1","0"
"3471","1","1",NA,"0","1","0"
"3472","0","1",NA,"0","0","0"
"3473","0","1",NA,"1","0","0"
"3474","1","1",NA,"0","1","1"
"3475","1","1",NA,"1","1","0"
"3476","0","1",NA,"0","0","0"
"3477","1","1",NA,"0","1","0"
"3478","0","1",NA,"0","1","0"
"3479","0","1",NA,"0","1","0"
"3480","0","1",NA,"0","1","1"
"3481","1","1",NA,"0","0","0"
"3482","0","1",NA,"0","0","0"
"3483","1","1",NA,"0","1","0"
"3484","0","1",NA,"1","0","0"
"3485","0","1",NA,"0","1","0"
"3486","1","1",NA,"0","1","1"
"3487","1","1",NA,"1","0","0"
"3488","0","1",NA,"0","0","0"
"3489","1","1",NA,"0","0","0"
"3490","0","1",NA,"1","1","0"
"3491","1","1",NA,"0","1","1"
"3492","1","1",NA,"1","1","0"
"3493","0","0",NA,"1","0","0"
"3494","1","1",NA,"0","1","0"
"3495","0","1",NA,"0","1","1"
"3496","1","1",NA,"0","1","1"
"3497","1","1",NA,"0","0","0"
"3498","0","1",NA,"0","1","0"
"3499","1","1",NA,"0","1","1"
"3500","0","1",NA,"0","0","1"
"3501","0","1",NA,"1","1","0"
"3502","0","1",NA,"0","1","0"
"3503","1","0",NA,"0","1","0"
"3504","1","1",NA,"1","1","0"
"3505","1","1",NA,"0","0","0"
"3506","1","0",NA,"0","1","0"
"3507","1","1",NA,"0","1","0"
"3508","1","1",NA,"0","0","0"
"3509","0","1",NA,"1","1","0"
"3510","1","1",NA,"0","1","0"
"3511","0","1",NA,"0","1","0"
"3512","1","1",NA,"0","0","0"
"3513","1","1",NA,"0","0","0"
"3514","1","1",NA,"0","0","0"
"3515","1","1",NA,"0","1","0"
"3516","1","1",NA,"1","1","0"
"3517","1","1",NA,"0","1","1"
"3518","1","1",NA,"1","1","1"
"3519","1","1",NA,"0","0","0"
"3520","1","1",NA,"0","1","0"
"3521","0","1",NA,"0","0","0"
"3522","0","1",NA,"1","0","0"
"3523","1","1",NA,"0","0","0"
"3524","0","1",NA,"1","0","0"
"3525","0","1",NA,"0","1","1"
"3526","0","1",NA,"1","1","1"
"3527","1","1",NA,"0","0","1"
"3528","1","1",NA,"0","1","1"
"3529","1","1",NA,"0","1","1"
"3530","1","1",NA,"0","1","0"
"3531","0","1",NA,"0","1","0"
"3532","0","1",NA,"0","0","0"
"3533","0","1",NA,"0","1","1"
"3534","0","1",NA,"0","1","0"
"3535","0","1",NA,"1","1","1"
"3536","1","1",NA,"1","1","0"
"3537","0","1",NA,"1","1","0"
"3538","1","1",NA,"1","0","0"
"3539","1","1",NA,"1","0","0"
"3540","1","1",NA,"0","1","1"
"3541","0","1",NA,"1","1","0"
"3542","0","0",NA,"0","0","0"
"3543","1","0",NA,"1","1","0"
"3544","1","1",NA,"1","0","0"
"3545","1","1",NA,"1","0","1"
"3546","0","1",NA,"0","1","0"
"3547","1","1",NA,"0","0","0"
"3548","1","1",NA,"1","0","0"
"3549","1","1",NA,"0","0","0"
"3550","1","1",NA,"1","1","0"
"3551","1","1",NA,"0","1","1"
"3552","0","1",NA,"0","1","1"
"3553","1","1",NA,"1","1","0"
"3554","1","1",NA,"0","0","0"
"3555","0","1",NA,"0","1","0"
"3556","1","1",NA,"0","1","1"
"3557","1","1",NA,"0","0","0"
"3558","0","0",NA,"1","1","0"
"3559","1","1",NA,"0","0","0"
"3560","1","1",NA,"0","0","0"
"3561","1","1",NA,"0","0","0"
"3562","1","1",NA,"0","1","1"
"3563","1","1",NA,"1","1","1"
"3564","1","1",NA,"0","1","0"
"3565","1","1",NA,"1","0","0"
"3566","1","1",NA,"1","1","1"
"3567","0","1",NA,"1","1","0"
"3568","0","1",NA,"1","1","1"
"3569","0","1",NA,"1","1","0"
"3570","1","1",NA,"0","0","0"
"3571","1","1",NA,"0","0","0"
"3572","0","1",NA,"0","1","0"
"3573","0","1",NA,"0","1","0"
"3574","0","1",NA,"0","1","0"
"3575","0","1",NA,"0","1","0"
"3576","1","0",NA,"0","1","0"
"3577","0","1",NA,"0","1","0"
"3578","1","1",NA,"1","1","1"
"3579","0","1",NA,"1","0","0"
"3580","1","1",NA,"0","1","0"
"3581","0","1",NA,"0","1","1"
"3582","1","1",NA,"1","0","0"
"3583","0","1",NA,"0","1","0"
"3584","1","0",NA,"1","0","0"
"3585","1","1",NA,"0","1","0"
"3586","1","1",NA,"0","0","0"
"3587","1","0",NA,"0","0","1"
"3588","1","1",NA,"1","1","1"
"3589","1","1",NA,"1","1","0"
"3590","1","1",NA,"0","0","0"
"3591","0","1",NA,"0","1","0"
"3592","0","1",NA,"1","1","1"
"3593","0","1",NA,"0","1","1"
"3594","1","1",NA,"0","1","1"
"3595","0","0",NA,"1","0","0"
"3596","0","1",NA,"0","1","1"
"3597","0","1",NA,"1","0","1"
"3598","1","1",NA,"0","1","0"
"3599","1","1",NA,"0","0","0"
"3600","0","1",NA,"1","0","0"
"3601","1","1",NA,"1","1","1"
"3602","0","1",NA,"0","0","0"
"3603","0","1",NA,"1","1","0"
"3604","1","1",NA,"0","0","1"
"3605","1","1",NA,"0","0","0"
"3606","1","1",NA,"1","1","0"
"3607","0","1",NA,"0","1","0"
"3608","0","1",NA,"0","0","0"
"3609","1","1",NA,"0","0","1"
"3610","0","1",NA,"1","1","0"
"3611","0","1",NA,"0","1","1"
"3612","1","1",NA,"1","1","0"
"3613","1","1",NA,"0","1","0"
"3614","1","0",NA,"0","1","0"
"3615","1","0",NA,"0","0","0"
"3616","1","1",NA,"1","0","1"
"3617","0","1",NA,"1","0","0"
"3618","0","0",NA,"0","1","1"
"3619","1","1",NA,"1","0","0"
"3620","0","1",NA,"1","0","0"
"3621","1","0",NA,"1","1","0"
"3622","0","0",NA,"0","1","1"
"3623","0","1",NA,"1","0","0"
"3624","1","1",NA,"0","1","0"
"3625","0","1",NA,"1","1","0"
"3626","0","1",NA,"0","0","0"
"3627","1","1",NA,"1","1","0"
"3628","0","1",NA,"0","0","0"
"3629","1","1",NA,"0","1","0"
"3630","1","1",NA,"0","1","0"
"3631","0","1",NA,"0","0","1"
"3632","0","1",NA,"0","1","1"
"3633","0","1",NA,"0","1","0"
"3634","0","1",NA,"0","1","0"
"3635","1","1",NA,"1","0","0"
"3636","0","1",NA,"0","0","0"
"3637","0","1",NA,"0","0","0"
"3638","1","1",NA,"0","0","1"
"3639","0","1",NA,"1","0","1"
"3640","0","1",NA,"0","1","0"
"3641","1","1",NA,"1","1","1"
"3642","0","1",NA,"0","1","0"
"3643","0","1",NA,"1","1","0"
"3644","0","1",NA,"0","0","0"
"3645","1","1",NA,"0","0","0"
"3646","0","1",NA,"0","0","0"
"3647","1","1",NA,"0","0","0"
"3648","1","1",NA,"0","1","0"
"3649","0","1",NA,"0","1","0"
"3650","1","1",NA,"0","0","0"
"3651","1","1",NA,"0","1","0"
"3652","0","1",NA,"0","1","0"
"3653","0","0",NA,"0","0","1"
"3654","1","0",NA,"1","1","0"
"3655","0","1",NA,"1","0","0"
"3656","0","1",NA,"0","0","0"
"3657","1","1",NA,"1","0","0"
"3658","0","1",NA,"0","1","0"
"3659","0","1",NA,"0","0","0"
"3660","1","1",NA,"1","0","0"
"3661","1","0",NA,"0","1","0"
"3662","0","1",NA,"0","0","0"
"3663","0","1",NA,"0","0","1"
"3664","0","1",NA,"0","1","0"
"3665","1","1",NA,"0","1","0"
"3666","1","1",NA,"1","1","0"
"3667","0","1",NA,"0","1","1"
"3668","0","1",NA,"0","1","0"
"3669","1","1",NA,"0","1","0"
"3670","1","1",NA,"1","1","0"
"3671","0","1",NA,"0","0","0"
"3672","0","1",NA,"0","1","1"
"3673","0","1",NA,"0","1","1"
"3674","1","1",NA,"1","1","1"
"3675","0","1",NA,"0","0","1"
"3676","0","1",NA,"0","0","0"
"3677","1","1",NA,"1","0","0"
"3678","0","0",NA,"0","0","0"
"3679","1","1",NA,"1","0","0"
"3680","1","1",NA,"0","1","1"
"3681","1","0",NA,"0","0","1"
"3682","1","1",NA,"0","1","1"
"3683","1","1",NA,"0","1","1"
"3684","1","1",NA,"0","0","0"
"3685","1","1",NA,"0","1","0"
"3686","1","0",NA,"0","1","0"
"3687","0","1",NA,"0","1","1"
"3688","1","1",NA,"1","0","1"
"3689","0","1",NA,"0","0","0"
"3690","0","1",NA,"0","1","1"
"3691","0","0",NA,"1","1","1"
"3692","0","1",NA,"1","0","0"
"3693","0","1",NA,"1","1","0"
"3694","0","1",NA,"0","0","0"
"3695","0","1",NA,"0","1","1"
"3696","0","1",NA,"1","1","0"
"3697","0","1",NA,"0","1","1"
"3698","0","1",NA,"0","0","0"
"3699","0","1",NA,"1","1","0"
"3700","0","1",NA,"1","0","0"
"3701","1","1",NA,"0","1","1"
"3702","0","1",NA,"0","0","0"
"3703","0","1",NA,"0","1","1"
"3704","1","1",NA,"0","0","0"
"3705","0","1",NA,"1","1","0"
"3706","0","1",NA,"0","0","0"
"3707","1","1",NA,"0","1","0"
"3708","1","1",NA,"0","0","0"
"3709","1","1",NA,"0","0","0"
"3710","1","1",NA,"0","0","0"
"3711","1","1",NA,"0","0","0"
"3712","0","1",NA,"1","1","0"
"3713","1","1",NA,"0","0","0"
"3714","1","1",NA,"0","1","1"
"3715","1","1",NA,"1","1","0"
"3716","1","1",NA,"0","1","0"
"3717","0","1",NA,"1","1","1"
"3718","1","1",NA,"0","0","0"
"3719","0","1",NA,"0","1","0"
"3720","1","1",NA,"0","0","0"
"3721","0","1",NA,"0","0","0"
"3722","0","1",NA,"0","0","1"
"3723","1","0",NA,"1","0","0"
"3724","0","1",NA,"0","0","0"
"3725","1","1",NA,"0","0","0"
"3726","0","1",NA,"0","1","1"
"3727","1","1",NA,"0","1","1"
"3728","0","1",NA,"0","1","1"
"3729","1","1",NA,"1","1","0"
"3730","1","1",NA,"0","1","0"
"3731","0","1",NA,"1","1","1"
"3732","1","1",NA,"0","1","0"
"3733","0","1",NA,"0","1","0"
"3734","0","0",NA,"0","0","0"
"3735","0","1",NA,"1","1","0"
"3736","0","1",NA,"0","1","0"
"3737","0","1",NA,"0","1","0"
"3738","0","1",NA,"0","1","1"
"3739","1","0",NA,"0","0","0"
"3740","1","1",NA,"0","0","0"
"3741","0","1",NA,"0","1","0"
"3742","1","1",NA,"1","1","0"
"3743","0","1",NA,"1","1","0"
"3744","1","1",NA,"0","0","1"
"3745","1","1",NA,"1","0","0"
"3746","1","1",NA,"1","1","1"
"3747","0","1",NA,"0","1","1"
"3748","0","1",NA,"1","1","0"
"3749","1","1",NA,"1","0","0"
"3750","1","1",NA,"0","1","1"
"3751","0","1",NA,"0","1","0"
"3752","1","1",NA,"0","1","0"
"3753","1","1",NA,"0","1","0"
"3754","1","0",NA,"0","0","0"
"3755","1","1",NA,"0","0","0"
"3756","1","1",NA,"0","1","1"
"3757","1","0",NA,"0","1","1"
"3758","0","1",NA,"0","0","0"
"3759","0","1",NA,"0","0","0"
"3760","1","1",NA,"0","1","1"
"3761","1","1",NA,"0","1","0"
"3762","0","1",NA,"1","1","0"
"3763","1","1",NA,"0","1","0"
"3764","1","1",NA,"0","1","1"
"3765","0","1",NA,"0","0","0"
"3766","0","1",NA,"0","0","0"
"3767","0","1",NA,"0","1","1"
"3768","1","1",NA,"0","1","0"
"3769","0","1",NA,"1","1","0"
"3770","0","1",NA,"0","1","0"
"3771","0","1",NA,"0","0","0"
"3772","1","1",NA,"0","1","1"
"3773","1","1",NA,"0","1","1"
"3774","0","0",NA,"0","0","1"
"3775","1","1",NA,"1","1","0"
"3776","1","1",NA,"0","1","1"
"3777","1","1",NA,"0","1","0"
"3778","0","1",NA,"0","0","0"
"3779","1","1",NA,"0","0","0"
"3780","1","1",NA,"1","0","1"
"3781","1","1",NA,"0","1","0"
"3782","1","1",NA,"0","0","0"
"3783","0","1",NA,"0","1","0"
"3784","0","1",NA,"1","1","0"
"3785","1","1",NA,"0","1","1"
"3786","1","1",NA,"0","1","1"
"3787","1","1",NA,"0","1","0"
"3788","0","1",NA,"0","1","0"
"3789","1","1",NA,"1","0","1"
"3790","1","1",NA,"0","0","0"
"3791","1","1",NA,"0","0","1"
"3792","1","1",NA,"0","1","0"
"3793","0","1",NA,"0","1","1"
"3794","0","1",NA,"0","0","0"
"3795","1","1",NA,"1","1","0"
"3796","1","1",NA,"0","1","0"
"3797","0","1",NA,"0","1","1"
"3798","1","1",NA,"0","1","0"
"3799","1","1",NA,"0","1","0"
"3800","0","1",NA,"0","0","1"
"3801","0","1",NA,"0","1","0"
"3802","0","1",NA,"1","1","1"
"3803","1","1",NA,"0","0","0"
"3804","1","1",NA,"1","1","1"
"3805","1","1",NA,"1","0","0"
"3806","1","1",NA,"0","1","1"
"3807","0","1",NA,"1","1","0"
"3808","1","1",NA,"1","1","1"
"3809","0","1",NA,"0","0","0"
"3810","1","1",NA,"0","0","0"
"3811","1","1",NA,"0","0","0"
"3812","1","1",NA,"0","1","0"
"3813","1","1",NA,"0","1","0"
"3814","1","1",NA,"1","1","0"
"3815","1","1",NA,"1","1","0"
"3816","0","1",NA,"0","1","1"
"3817","1","1",NA,"1","1","0"
"3818","0","1",NA,"0","0","0"
"3819","0","1",NA,"1","1","0"
"3820","1","0",NA,"0","1","0"
"3821","1","1",NA,"1","1","0"
"3822","0","1",NA,"0","1","1"
"3823","0","1",NA,"1","1","0"
"3824","1","1",NA,"1","0","0"
"3825","1","1",NA,"0","1","0"
"3826","0","1",NA,"0","0","0"
"3827","1","1",NA,"0","0","0"
"3828","0","1",NA,"0","0","0"
"3829","0","1",NA,"0","0","0"
"3830","1","1",NA,"1","1","1"
"3831","1","1",NA,"1","1","1"
"3832","1","1",NA,"0","1","1"
"3833","0","1",NA,"1","1","0"
"3834","1","1",NA,"0","0","0"
"3835","0","1",NA,"0","1","1"
"3836","0","1",NA,"0","0","0"
"3837","0","1",NA,"0","0","0"
"3838","0","1",NA,"1","1","1"
"3839","0","1",NA,"0","1","0"
"3840","0","1",NA,"0","0","0"
"3841","1","1",NA,"0","0","0"
"3842","1","1",NA,"1","1","1"
"3843","0","1",NA,"0","0","0"
"3844","1","1",NA,"0","0","1"
"3845","0","1",NA,"0","1","1"
"3846","1","1",NA,"0","1","1"
"3847","0","1",NA,"0","1","0"
"3848","1","1",NA,"0","1","0"
"3849","0","1",NA,"1","0","0"
"3850","0","1",NA,"1","1","1"
"3851","1","1",NA,"1","1","0"
"3852","0","1",NA,"0","1","0"
"3853","1","1",NA,"0","1","0"
"3854","1","1",NA,"0","0","0"
"3855","0","1",NA,"1","1","0"
"3856","1","1",NA,"1","0","0"
"3857","1","1",NA,"1","1","0"
"3858","1","1",NA,"0","0","0"
"3859","1","1",NA,"1","1","0"
"3860","0","1",NA,"1","1","0"
"3861","1","0",NA,"0","1","0"
"3862","0","1",NA,"1","1","0"
"3863","1","1",NA,"0","0","0"
"3864","1","1",NA,"1","1","0"
"3865","0","1",NA,"1","1","1"
"3866","0","1",NA,"0","0","0"
"3867","0","1",NA,"0","0","0"
"3868","0","1",NA,"1","1","0"
"3869","0","1",NA,"1","1","1"
"3870","1","1",NA,"1","1","0"
"3871","0","0",NA,"0","1","0"
"3872","1","1",NA,"0","1","1"
"3873","1","1",NA,"0","0","0"
"3874","0","0",NA,"0","0","0"
"3875","0","1",NA,"0","1","0"
"3876","1","1",NA,"1","1","1"
"3877","1","1",NA,"1","1","0"
"3878","0","0",NA,"0","1","1"
"3879","1","1",NA,"1","1","0"
"3880","1","1",NA,"0","0","1"
"3881","1","1",NA,"0","1","0"
"3882","1","1",NA,"1","0","0"
"3883","1","1",NA,"0","1","0"
"3884","0","1",NA,"0","1","0"
"3885","0","1",NA,"0","1","0"
"3886","0","1",NA,"0","1","0"
"3887","0","1",NA,"1","1","0"
"3888","1","1",NA,"1","0","1"
"3889","0","1",NA,"0","0","1"
"3890","1","1",NA,"0","0","0"
"3891","0","1",NA,"1","1","1"
"3892","1","1",NA,"0","0","0"
"3893","0","1",NA,"0","0","0"
"3894","0","1",NA,"1","1","0"
"3895","0","1",NA,"1","0","0"
"3896","1","1",NA,"0","0","0"
"3897","0","1",NA,"0","0","0"
"3898","0","1",NA,"1","1","0"
"3899","0","1",NA,"0","0","0"
"3900","0","1",NA,"1","1","0"
"3901","0","1",NA,"0","0","0"
"3902","1","1",NA,"1","1","0"
"3903","0","0",NA,"0","0","0"
"3904","1","1",NA,"1","1","0"
"3905","1","1",NA,"0","0","0"
"3906","0","0",NA,"0","0","1"
"3907","0","1",NA,"0","0","1"
"3908","1","1",NA,"0","0","0"
"3909","0","1",NA,"1","1","0"
"3910","1","1",NA,"0","0","0"
"3911","0","1",NA,"1","1","1"
"3912","1","1",NA,"0","0","1"
"3913","0","1",NA,"1","0","0"
"3914","1","1",NA,"0","0","0"
"3915","1","1",NA,"0","0","0"
"3916","0","1",NA,"0","1","0"
"3917","1","1",NA,"0","0","0"
"3918","1","1",NA,"0","0","1"
"3919","1","1",NA,"0","1","1"
"3920","0","1",NA,"0","1","1"
"3921","1","1",NA,"0","1","0"
"3922","0","1",NA,"1","0","0"
"3923","1","1",NA,"0","1","0"
"3924","1","1",NA,"0","1","1"
"3925","0","1",NA,"0","1","1"
"3926","0","1",NA,"1","0","0"
"3927","1","0",NA,"1","0","0"
"3928","1","1",NA,"0","1","1"
"3929","0","1",NA,"0","1","0"
"3930","1","1",NA,"0","1","0"
"3931","0","1",NA,"0","1","0"
"3932","0","1",NA,"1","1","0"
"3933","0","1",NA,"0","1","1"
"3934","1","1",NA,"0","0","0"
"3935","0","0",NA,"1","0","0"
"3936","0","1",NA,"0","0","0"
"3937","1","1",NA,"0","1","0"
"3938","0","1",NA,"0","1","0"
"3939","0","1",NA,"0","0","0"
"3940","0","1",NA,"0","0","1"
"3941","1","0",NA,"0","1","0"
"3942","1","1",NA,"0","1","0"
"3943","1","1",NA,"0","1","1"
"3944","1","1",NA,"0","0","0"
"3945","0","1",NA,"0","0","0"
"3946","0","0",NA,"0","0","1"
"3947","0","0",NA,"0","0","1"
"3948","0","1",NA,"0","0","0"
"3949","0","1",NA,"0","0","0"
"3950","0","1",NA,"0","0","0"
"3951","1","1",NA,"0","1","1"
"3952","1","1",NA,"1","0","0"
"3953","0","1",NA,"1","1","0"
"3954","0","1",NA,"0","0","1"
"3955","1","1",NA,"0","1","0"
"3956","1","0",NA,"0","1","0"
"3957","0","1",NA,"1","1","1"
"3958","1","1",NA,"0","0","0"
"3959","1","1",NA,"0","1","1"
"3960","1","1",NA,"0","1","0"
"3961","0","1",NA,"0","0","0"
"3962","0","0",NA,"1","1","0"
"3963","0","1",NA,"0","1","1"
"3964","0","1",NA,"0","0","0"
"3965","0","1",NA,"0","0","0"
"3966","0","1",NA,"1","1","0"
"3967","1","1",NA,"1","1","0"
"3968","0","1",NA,"0","0","0"
"3969","0","1",NA,"0","0","0"
"3970","1","1",NA,"0","1","0"
"3971","1","1",NA,"0","0","0"
"3972","0","1",NA,"0","0","1"
"3973","1","1",NA,"0","1","0"
"3974","0","0",NA,"0","1","0"
"3975","1","1",NA,"0","0","0"
"3976","0","1",NA,"0","1","1"
"3977","0","0",NA,"0","1","1"
"3978","1","1",NA,"1","1","0"
"3979","1","1",NA,"0","0","0"
"3980","1","1",NA,"0","1","0"
"3981","1","1",NA,"1","1","1"
"3982","0","1",NA,"0","0","0"
"3983","1","1",NA,"0","0","0"
"3984","1","0",NA,"0","1","1"
"3985","0","1",NA,"0","0","0"
"3986","1","1",NA,"1","1","0"
"3987","1","1",NA,"1","0","0"
"3988","0","1",NA,"0","1","1"
"3989","1","1",NA,"1","1","0"
"3990","0","0",NA,"0","1","0"
"3991","1","1",NA,"0","1","0"
"3992","0","1",NA,"1","1","1"
"3993","0","1",NA,"1","0","0"
"3994","0","1",NA,"1","0","0"
"3995","0","1",NA,"1","1","1"
"3996","1","1",NA,"0","1","1"
"3997","1","1",NA,"0","0","0"
"3998","0","1",NA,"1","1","0"
"3999","1","1",NA,"1","0","0"
"4000","0","1",NA,"0","1","1"
"4001","0","1",NA,"0","1","0"
"4002","1","1",NA,"1","1","0"
"4003","1","1",NA,"1","1","0"
"4004","0","1",NA,"0","0","0"
"4005","1","1",NA,"1","1","0"
"4006","1","1",NA,"0","1","1"
"4007","1","1",NA,"0","1","0"
"4008","1","1",NA,"0","0","0"
"4009","0","0",NA,"0","1","0"
"4010","1","1",NA,"1","1","0"
"4011","0","1",NA,"0","0","0"
"4012","0","1",NA,"0","1","0"
"4013","0","1",NA,"1","0","1"
"4014","0","1",NA,"0","1","0"
"4015","0","1",NA,"1","0","0"
"4016","0","1",NA,"0","0","0"
"4017","0","1",NA,"0","0","0"
"4018","0","1",NA,"0","0","0"
"4019","0","1",NA,"1","0","0"
"4020","1","1",NA,"1","1","1"
"4021","1","0",NA,"1","1","0"
"4022","0","1",NA,"0","1","1"
"4023","0","1",NA,"0","0","0"
"4024","1","1",NA,"0","0","0"
"4025","0","0",NA,"0","0","0"
"4026","1","1",NA,"0","1","1"
"4027","1","1",NA,"1","1","0"
"4028","0","0",NA,"0","1","1"
"4029","1","1",NA,"1","0","0"
"4030","0","0",NA,"1","0","0"
"4031","0","1",NA,"0","1","0"
"4032","0","1",NA,"1","1","0"
"4033","1","1",NA,"1","1","0"
"4034","1","1",NA,"1","0","0"
"4035","1","1",NA,"0","0","0"
"4036","1","1",NA,"1","1","0"
"4037","0","1",NA,"0","1","0"
"4038","0","1",NA,"0","0","0"
"4039","0","1",NA,"0","0","0"
"4040","1","1",NA,"0","1","0"
"4041","1","0",NA,"0","0","0"
"4042","1","0",NA,"0","1","0"
"4043","1","1",NA,"1","1","0"
"4044","1","0",NA,"0","1","0"
"4045","0","1",NA,"1","1","0"
"4046","0","1",NA,"0","1","1"
"4047","0","1",NA,"0","1","0"
"4048","0","1",NA,"0","1","0"
"4049","0","0",NA,"0","0","0"
"4050","0","1",NA,"0","0","0"
"4051","1","1",NA,"1","1","0"
"4052","0","1",NA,"1","1","0"
"4053","0","0",NA,"0","1","1"
"4054","1","1",NA,"1","0","0"
"4055","0","0",NA,"1","1","0"
"4056","1","0",NA,"1","0","0"
"4057","0","0",NA,"1","1","1"
"4058","0","1",NA,"0","0","0"
"4059","0","1",NA,"0","1","1"
"4060","0","1",NA,"0","0","1"
"4061","1","1",NA,"0","0","0"
"4062","0","1",NA,"0","0","0"
"4063","0","1",NA,"0","0","1"
"4064","0","1",NA,"1","1","1"
"4065","0","1",NA,"0","0","0"
"4066","1","1",NA,"0","0","1"
"4067","1","1",NA,"1","1","0"
"4068","0","1",NA,"1","1","0"
"4069","0","1",NA,"0","1","0"
"4070","1","1",NA,"0","1","0"
"4071","1","1",NA,"0","1","0"
"4072","0","0",NA,"0","1","0"
"4073","1","1",NA,"0","1","0"
"4074","1","1",NA,"1","1","1"
"4075","1","1",NA,"0","1","1"
"4076","1","0",NA,"1","1","0"
"4077","1","1",NA,"1","1","0"
"4078","0","1",NA,"0","1","0"
"4079","1","1",NA,"0","1","1"
"4080","0","1",NA,"0","1","0"
"4081","0","1",NA,"0","0","0"
"4082","0","1",NA,"0","1","1"
"4083","1","1",NA,"0","0","1"
"4084","0","1",NA,"1","1","1"
"4085","0","1",NA,"0","0","1"
"4086","0","0",NA,"0","1","0"
"4087","0","1",NA,"1","0","0"
"4088","0","1",NA,"0","1","0"
"4089","1","1",NA,"0","0","1"
"4090","0","1",NA,"0","1","1"
"4091","0","1",NA,"0","0","0"
"4092","0","1",NA,"1","1","0"
"4093","0","1",NA,"0","1","0"
"4094","0","1",NA,"0","1","0"
"4095","1","1",NA,"0","0","0"
"4096","1","1",NA,"0","1","0"
"4097","0","1",NA,"0","1","0"
"4098","1","1",NA,"1","1","0"
"4099","1","1",NA,"0","1","1"
"4100","0","0",NA,"0","0","0"
"4101","1","1",NA,"0","0","0"
"4102","1","1",NA,"0","1","0"
"4103","1","1",NA,"0","0","0"
"4104","1","1",NA,"0","1","0"
"4105","1","1",NA,"1","1","0"
"4106","0","1",NA,"0","0","0"
"4107","0","1",NA,"0","1","1"
"4108","0","1",NA,"1","1","0"
"4109","1","1",NA,"0","1","0"
"4110","1","0",NA,"0","1","1"
"4111","1","1",NA,"1","0","0"
"4112","0","1",NA,"1","0","0"
"4113","0","1",NA,"1","1","0"
"4114","1","1",NA,"0","1","0"
"4115","0","1",NA,"0","0","0"
"4116","1","1",NA,"0","0","0"
"4117","0","1",NA,"0","0","0"
"4118","1","1",NA,"0","0","0"
"4119","0","1",NA,"1","0","0"
"4120","1","1",NA,"0","1","0"
"4121","1","1",NA,"0","0","0"
"4122","1","1",NA,"1","1","1"
"4123","1","1",NA,"1","0","0"
"4124","1","1",NA,"0","0","0"
"4125","0","1",NA,"0","1","0"
"4126","1","1",NA,"1","1","0"
"4127","1","1",NA,"0","0","0"
"4128","1","1",NA,"0","1","0"
"4129","1","0",NA,"1","1","1"
"4130","1","1",NA,"0","1","0"
"4131","0","0",NA,"1","0","0"
"4132","0","1",NA,"0","1","1"
"4133","0","0",NA,"0","1","1"
"4134","1","1",NA,"1","0","0"
"4135","0","1",NA,"1","1","0"
"4136","0","1",NA,"1","1","0"
"4137","1","1",NA,"0","0","0"
"4138","0","1",NA,"0","1","0"
"4139","0","1",NA,"0","1","1"
"4140","1","1",NA,"1","1","0"
"4141","0","1",NA,"1","0","1"
"4142","0","0",NA,"0","1","0"
"4143","0","1",NA,"1","0","0"
"4144","1","1",NA,"0","1","1"
"4145","1","1",NA,"0","0","0"
"4146","0","1",NA,"1","0","0"
"4147","1","1",NA,"0","1","1"
"4148","1","1",NA,"0","0","0"
"4149","0","1",NA,"0","0","0"
"4150","1","0",NA,"1","0","1"
"4151","1","1",NA,"0","1","0"
"4152","0","0",NA,"1","1","0"
"4153","1","1",NA,"0","0","0"
"4154","1","1",NA,"0","0","0"
"4155","1","1",NA,"0","1","1"
"4156","0","1",NA,"1","1","0"
"4157","1","1",NA,"0","1","0"
"4158","1","1",NA,"0","0","0"
"4159","1","1",NA,"0","0","0"
"4160","0","1",NA,"1","1","0"
"4161","1","1",NA,"0","0","0"
"4162","1","1",NA,"0","0","0"
"4163","0","0",NA,"1","0","0"
"4164","1","1",NA,"1","0","0"
"4165","1","1",NA,"1","0","0"
"4166","1","1",NA,"0","1","0"
"4167","1","1",NA,"0","0","0"
"4168","0","1",NA,"0","0","0"
"4169","1","0",NA,"0","1","0"
"4170","0","1",NA,"1","1","1"
"4171","1","1",NA,"1","0","0"
"4172","1","1",NA,"0","1","1"
"4173","0","1",NA,"0","0","0"
"4174","0","1",NA,"0","1","0"
"4175","0","0",NA,"0","0","1"
"4176","1","1",NA,"0","0","0"
"4177","1","1",NA,"0","0","0"
"4178","1","1",NA,"0","0","0"
"4179","1","0",NA,"1","1","0"
"4180","1","1",NA,"0","1","0"
"4181","0","0",NA,"0","0","1"
"4182","0","1",NA,"0","1","0"
"4183","0","1",NA,"0","0","1"
"4184","1","0",NA,"1","0","0"
"4185","1","1",NA,"0","1","1"
"4186","0","1",NA,"0","0","0"
"4187","1","1",NA,"0","1","0"
"4188","0","1",NA,"0","0","0"
"4189","0","1",NA,"0","1","1"
"4190","0","1",NA,"1","0","0"
"4191","0","1",NA,"0","1","1"
"4192","0","1",NA,"1","1","0"
"4193","1","1",NA,"0","0","0"
"4194","1","1",NA,"0","0","0"
"4195","0","1",NA,"0","1","0"
